srcYear,srcStateName,srcDistrictName,Households that applied for a Job Card,Job Cards issued,Job Cards issued for Scheduled Caste,Job Cards issued for Scheduled Tribes,Job Cards issued for non Scheduled Tribes or Scheduled Caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster Rolls filled,Households that worked under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Persons that worked under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Households that reached a 100 day limit,Persons with disability,Non Scheduled Tribes or Scheduled Caste households that worked,Total Person days worked by non Scheduled Tribes or Scheduled Caste persons,Scheduled Caste households that worked,Total Person days worked Scheduled Caste persons,Scheduled Tribe households that worked,Total Person days worked Scheduled Tribe persons,Households that worked on land reform or Indira Awas Yojana,Total Person days worked by women,Total Person days,Scheduled Caste households that reached a 100 Day Limit,Scheduled Tribe households that reached a 100 Day Limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts,Year,YearCode
2011-12,UTTAR PRADESH,JALAUN,187949,184161,49443,1108,133610,120242,206085,120232,206054,44675,119639,204369,9418,1189,86093,3878630,32880,1500522,666,29159,800,1231724,5408311,2658,47,6467.800,2745.780,6476.850,2765.630,47860997.160,133688,225736,186559,39177,603803969,13052,10874,2178,33496852,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,HATHRAS,73330,73095,17655,5,55435,43190,50129,43190,50129,13678,43126,50044,564,67,31757,858290,11364,292347,5,142,5,68397,1150779,151,0,1370.820,542.680,1377.540,634.010,14831858.770,36487,64239,57970,6269,131015675,3895,3754,141,7272960,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,HARDOI,473310,473228,189689,407,283132,203745,223787,203719,223752,108886,203189,223093,11699,460,119905,5001426,83043,3248630,241,8631,108,356585,8258687,4412,0,9727.440,5245.190,9804.300,5311.570,2644150.080,264306,325035,314331,10704,936927096,10200,9985,215,25480414,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,HAMIRPUR,157262,156689,34897,226,121566,97934,180681,97932,180678,60925,97486,180084,10404,73,75207,3973026,22178,1117328,101,5838,208,1828731,5096192,2083,19,6103.620,2835.630,6130.800,2854.850,19068440.510,63089,179508,134552,44956,583625040,22,20,2,38040,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,GORAKHPUR,332822,315600,78671,1113,235816,174129,203891,174082,203832,126404,172872,202211,11325,181,126920,5213909,45176,1844433,776,32601,123,1550266,7090943,2809,55,8463.640,4341.580,8489.330,4354.920,75458668.980,188979,185535,175133,10402,601599025,66245,64503,1742,202955784,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,GONDA,249421,246345,54539,292,191514,117950,128597,117938,128583,95785,117583,128150,7699,148,88381,3901958,29014,1189202,188,8806,1910,799986,5099966,1700,24,5556.220,3213.630,6101.750,3296.750,117501465.400,103568,171195,167245,3950,589205699,2695,2679,16,17785065,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,GHAZIPUR,280716,278000,73370,1155,203475,129901,172927,129884,172902,29608,129486,172221,2844,111,92605,3406238,36460,1220463,421,14890,63,1069551,4641591,698,6,5614.330,2533.800,5616.670,2570.050,5226845.730,119282,193038,168736,24302,422261835,48440,38892,9548,127675076,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,27376,27202,8755,7,18440,554,586,554,586,612,545,577,1,3,348,9430,192,5631,5,174,13,445,15235,0,0,18.340,2.520,18.340,2.560,153150.950,4803,6656,6183,473,1771800,7,7,0,1440,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,FIROZABAD,89065,88732,26355,148,62229,44255,56898,44251,56892,32907,43997,56569,1181,115,30351,1067156,13577,484670,69,2271,841,90496,1554097,444,2,1793.840,282.580,1859.620,301.100,14461024.420,50124,57331,47946,9385,143507044,15715,13821,1894,41316372,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,FATEHPUR,231307,230820,76228,15,154577,108231,126500,108226,126490,64744,107944,126131,2642,115,69028,2596547,38913,1401553,3,81,15,869226,3998181,975,0,4797.080,2146.230,4813.690,2158.040,6857896.230,63165,232484,226285,6199,475145735,1146,1139,7,3665712,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,FARRUKHABAD,121111,121061,22307,268,98486,55265,64254,55258,64243,36737,55144,64077,3056,40,45117,1765460,9884,372840,143,5626,208,58525,2143926,536,9,2563.600,1237.580,2577.360,1237.580,42443.360,44955,79209,77353,1856,249320040,1237,1234,3,1527240,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,ETAWAH,131077,130781,58816,295,71670,53087,58041,53087,58041,44239,52935,57835,1718,35,28488,1034299,24350,819440,97,3914,10,85252,1857653,730,4,2205.040,694.850,2219.470,696.700,2623282.320,63984,65008,62845,2163,186858234,11736,11387,349,34425430,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,ETAH,127567,127522,55032,8,72482,58566,71567,58559,71552,23515,58381,71253,3717,758,34274,1488898,24101,1027216,6,125,26,135342,2516239,1525,0,3018.590,1810.940,3018.610,1810.940,2253403.700,89990,90558,85014,5544,223594800,31771,30568,1203,75656460,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,DEORIA,179181,167015,17067,1961,147987,101836,111721,101393,111244,61147,99871,109502,4524,128,88436,3773660,10374,432280,1061,42415,146,738702,4248355,491,32,5033.820,2735.610,5080.910,2780.850,150083445.100,144466,139957,134557,5400,418834438,25249,24770,479,74789500,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,CHITRAKOOT,117549,117507,56472,0,61035,68018,108919,68008,108898,53938,67937,108743,4903,81,32148,1433833,35789,1617603,0,0,128,1086374,3051436,2695,0,3737.930,2200.220,3738.760,2200.220,21955170.720,68654,135537,116309,19228,351329397,619,308,311,1925040,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,CHANDAULI,243544,231402,70063,1423,159916,117136,174151,117114,174120,85003,115114,170701,3635,439,76250,2660636,38168,1327923,696,23087,229,864505,4011646,1222,24,4790.900,2456.480,4804.730,2468.680,7891163.970,86702,196046,176367,19679,405363389,19137,13781,5356,55587339,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BULANDSHAHR,107245,105940,31933,172,73835,43561,49387,43543,49365,25634,43245,49001,686,87,29339,816234,13800,359441,106,2163,85,119408,1177838,189,1,1408.290,764.480,1425.470,813.410,22469857.940,83344,73003,70091,2912,129644562,4019,3935,84,6266812,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BUDAUN,251172,250452,48508,27,201917,109910,119071,109898,119058,69687,109543,118638,4432,822,86136,3095413,23396,760119,11,244,396,72537,3855776,778,0,4415.620,2889.370,4629.140,3074.540,618622520.800,150197,182899,175005,7894,451036076,2302,2291,11,5715665,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BIJNOR,171468,169555,67379,543,101633,131922,163862,131920,163861,96700,131681,163406,2413,265,76115,2136947,55153,1520751,413,10543,14,338045,3668241,873,2,4448.170,1779.800,4466.980,1781.950,7752459.540,122899,199433,181366,18067,420823311,13270,12306,964,23022940,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BASTI,272081,268311,77836,149,190326,149573,182139,149526,182051,103952,148768,180870,4576,207,102303,3871819,46384,1709216,81,3136,222,1265373,5584171,1398,3,6332.490,2836.940,6702.490,2996.690,71266623.250,131273,192532,177712,14820,483205418,70024,67640,2384,171765748,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BAREILLY,230993,230608,46071,22,184515,144007,160454,144005,160451,103328,143431,159759,2030,278,112320,2896216,31098,787491,13,307,116,107417,3684014,452,0,4223.160,2473.660,4416.160,2651.390,416621270.100,143317,209991,199152,10839,392208600,23421,22945,476,48960656,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BARABANKI,399167,399063,104361,575,294127,170787,183492,170871,183589,67335,170568,183239,5795,221,121053,4993015,49309,1898936,206,9574,3558,196659,6901525,1565,13,8255.340,5108.240,8291.850,5117.270,955192706.900,220568,335254,331903,3351,718727031,3583,3555,28,7533820,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BANDA,196329,196239,48162,214,147863,98428,185108,98425,185104,51280,98252,184687,8112,101,72859,3233468,25236,1118178,157,6011,35,1528303,4357657,2164,3,5212.250,2981.960,5214.940,2981.960,1710730.080,76231,196912,126531,70381,510561115,3454,2643,811,8175384,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BALRAMPUR,159894,159518,26317,1904,131297,96918,112770,96868,112709,88619,96637,112362,6923,194,77703,3429929,17580,774296,1354,63265,1172,616756,4267490,1170,102,4914.540,2351.890,5102.980,2359.290,9402889.390,98967,142210,129084,13126,500870938,86,83,3,214800,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BALLIA,220486,218342,26472,2539,189331,85303,98039,85265,97987,53630,84972,97650,2117,118,72637,2629640,11295,405864,1040,38878,90,630862,3074382,287,39,3698.630,1308.340,3712.380,1356.290,9566233.450,67163,153485,145001,8484,322716844,8992,8655,337,22513320,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BAHRAICH,348705,346761,85801,1830,259130,135342,155727,135329,155710,34437,135261,155606,3711,391,98048,3508130,36297,1273688,916,31521,186,489796,4813339,933,21,5731.330,1897.510,5779.160,1897.540,3175983.600,97074,283871,278205,5666,573910498,621,618,3,418800,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,BAGHPAT,32240,32239,9279,0,22960,9150,11187,9146,11179,7904,9112,11130,309,19,6591,268577,2521,86213,0,0,59,40055,354790,71,0,423.060,178.850,426.010,181.100,387846.050,22673,23842,20882,2960,40593281,894,856,38,1775640,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,AZAMGARH,454419,435911,165083,579,270249,170027,189781,169955,189695,51946,168732,188096,4732,215,95473,3757455,72808,2710330,451,15822,65,1297836,6483607,1840,9,7514.900,3185.320,7913.800,3425.690,9459584.200,199586,253926,247380,6546,648752135,31670,31059,611,91410508,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,AYODHYA,224072,196683,71348,345,124990,124407,150708,124385,150675,95269,123701,149607,4873,121,76241,2616256,47252,1626914,208,6936,45,910079,4250106,1852,9,5748.050,2457.680,5750.710,2459.510,45569953.940,117612,164143,155774,8369,474986308,22275,21733,542,61541324,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,AURAIYA,123714,121652,58762,1196,61694,74112,89614,74113,89615,39028,73928,89310,3100,107,36044,1176850,37131,1286493,753,27533,39,176605,2490876,1701,41,2910.090,1170.420,2981.140,1215.810,1136396.480,49082,117308,112362,4946,274628804,8531,8347,184,18190377,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,AMROHA,137746,137717,44387,1,93329,91007,124416,91010,124417,79099,90730,123768,3501,179,59937,2066392,30793,987606,0,0,43,240125,3053998,907,0,3623.350,1209.730,3681.190,1273.290,39407915.480,83424,159251,138728,20523,360204902,1545,1367,178,2595920,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,AMETHI,238877,238553,66888,892,170773,114177,132299,114169,132285,32550,113856,131864,5661,165,77184,2913099,36218,1315792,454,16780,168,697835,4245671,1747,29,4964.300,2867.980,5076.020,2915.910,36877686.060,126318,184426,175722,8704,468078555,14605,14182,423,37144196,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,AMBEDKAR NAGAR,213765,208208,90956,857,116395,105306,141115,105223,140983,36320,104639,139935,4699,123,56236,1885067,47940,1562942,463,19534,114,713260,3467543,2100,55,4159.690,2650.520,4160.840,2654.490,398815974.800,119993,113243,99838,13405,247579855,63865,57278,6587,165395782,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,ALIGARH,151585,151216,18357,228,132631,87643,108363,87705,108470,67154,87586,108276,1096,116,77484,2411398,10000,294904,102,2880,1722,212149,2709182,124,1,3251.410,1516.550,3267.300,1517.270,2471676.020,104402,164788,149711,15077,293512187,4717,3980,737,10780053,"Financial Year (Apr - Mar), 2011",2011
2011-12,UTTAR PRADESH,AGRA,140705,140069,48515,1946,89608,58932,66966,58930,66963,30458,58630,66503,3081,203,39366,1593643,18592,711966,672,24159,565,299441,2329768,865,14,2639.180,938.240,2790.880,938.810,17912599.450,59264,73822,71502,2320,199211294,22797,22092,705,73446456,"Financial Year (Apr - Mar), 2011",2011
2011-12,TRIPURA,WEST TRIPURA,257744,257720,53301,88495,115924,245192,474418,245186,474391,409470,244977,472213,70258,8451,108686,8729470,50966,4184788,85325,7707180,38904,7952258,20621438,8640,41195,24269.510,9501.610,24315.460,9699.110,147965.850,258769,205473,54824,150649,1774284650,66308,19808,46500,565249919,"Financial Year (Apr - Mar), 2011",2011
2011-12,TRIPURA,Unakoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TRIPURA,SOUTH TRIPURA,158132,158125,24690,67190,66245,144754,260504,144754,260507,220863,144674,259966,69966,1529,58435,5254635,22730,2092067,63509,6050346,28895,5874691,13397048,10716,35723,15855.390,9308.210,15885.720,9320.170,332700.270,212361,155720,63336,92384,1256148212,38243,19848,18395,286404116,"Financial Year (Apr - Mar), 2011",2011
2011-12,TRIPURA,Sepahijala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TRIPURA,NORTH TRIPURA,115572,115475,21104,31577,62794,107656,183580,107655,183579,181095,107620,183386,29624,1939,57753,4439892,19733,1578095,30134,2696017,30863,3095353,8714004,5042,12133,10280.360,5366.730,10281.790,5385.010,21036.640,55994,71160,31127,40033,581648838,49369,22178,27191,412960608,"Financial Year (Apr - Mar), 2011",2011
2011-12,TRIPURA,Khowai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TRIPURA,Gomati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TRIPURA,DHALAI,72511,72457,11553,46447,14457,69499,139879,69499,139870,61262,69499,139621,29655,976,13621,1160761,11145,962854,44733,4117549,1252,2035900,6241164,3854,21175,7380.020,4659.240,7386.680,4663.340,18896.380,50862,75134,16840,58294,643638315,10006,6366,3640,72503592,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,VIRUDHUNAGAR,266497,264859,68905,1356,194598,187389,259491,187369,259463,17924,186703,258376,8747,22191,136572,5609435,49157,2035283,974,39598,767,5625445,7684316,2699,37,6608.700,0.000,6609.500,0.000,12666.720,14712,82527,82240,287,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,VILLUPURAM,777355,772089,187650,14622,569817,625244,1267000,625109,1266599,47405,621051,1252806,38377,1696,456017,19496238,153914,7422944,11120,473425,100,18986223,27392607,12690,773,23043.120,0.000,23069.460,0.000,1058763.500,31730,136200,134634,1566,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,VELLORE,454526,453246,98363,8184,346699,333273,502134,333125,501875,46312,331742,497771,51858,322,255612,14062782,70988,4257632,5142,212056,1253,14987066,18532470,14024,594,15228.680,0.010,15230.560,0.010,6528541.940,19770,162840,161997,843,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,TIRUVARUR,201561,200130,98112,307,101711,178081,339518,178069,339486,17569,177090,336910,7853,350,85429,3028034,91379,4014511,282,11649,41,3954495,7054194,4737,16,6676.780,0.000,6678.970,0.000,4793613.560,14301,108610,107999,611,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,TIRUVANNAMALAI,504933,503559,98179,15035,390345,425978,705944,425942,705877,41764,424579,701194,68207,3907,327199,18772240,86588,5332093,10792,491897,20930,17441985,24596230,17374,932,21919.150,0.010,21925.420,0.010,28432877.110,46217,252379,251485,894,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,TIRUVALLUR,343343,340459,107355,8481,224623,250787,364811,250632,364483,30219,248964,361500,27978,609,160788,7170594,81938,4110851,6238,272662,10451,8703813,11554107,10685,617,9728.640,0.000,9729.050,0.000,1531764.390,19104,202529,201596,933,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,TIRUCHIRAPPALLI,274862,274494,64465,3236,206793,214668,302777,214657,302754,30949,214390,301604,32296,227,158922,9282012,52718,3136111,2750,125398,811,10281871,12543521,7805,314,11689.170,0.000,11690.200,0.000,224579.910,15386,236891,233827,3064,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,THOOTHUKKUDI,216847,216150,65976,814,149360,142730,191062,142670,190984,23283,141779,189437,12671,306,94932,4492506,46241,2106191,606,24681,807,5288821,6623378,4119,51,6164.370,0.000,6244.760,0.000,15613.830,13647,111787,111428,359,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,THENI,128338,127358,29360,310,97688,83230,105830,83225,105822,8104,83008,105370,3114,135,64044,2193212,18810,598756,154,6444,2950,2340154,2798412,749,11,2487.960,0.000,2488.960,0.000,4223.980,2934,66844,66246,598,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,THE NILGIRIS,50578,50237,18776,4475,26986,26360,31482,26349,31469,2361,26093,31140,723,9,14727,313214,8969,197840,2397,90373,0,431743,601427,214,220,708.160,0.000,708.160,0.000,1152.440,1493,14987,14762,225,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,THANJAVUR,308943,306080,89819,2625,213636,248082,408660,248068,408627,31549,247167,406389,22087,538,165366,6957754,79943,4045777,1858,76508,9,7110526,11080039,9622,138,11641.300,0.000,11649.350,0.000,19915.300,22445,111249,110460,789,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,SIVAGANGAI,237701,236814,44129,50,192635,177421,265601,177354,265472,23623,176962,263870,19842,178,142513,8586663,34422,2135324,27,1708,119,8805300,10723695,4131,3,10507.540,0.000,10507.560,0.000,29576.460,34887,133519,132996,523,0,516,261,255,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,SALEM,362723,358133,74876,21043,262214,243603,295356,243300,295006,31709,242424,293507,29732,280,179690,9684027,52257,2773448,10477,439248,15,11508368,12896723,5727,659,11368.100,0.000,11368.560,0.000,21068.490,12513,180728,178591,2137,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,RAMANATHAPURAM,238807,237869,55630,18,182221,191570,314433,191526,314337,25843,190849,312227,30908,562,143445,7726803,47389,2605480,15,907,132,7710896,10333190,7871,2,9087.630,0.000,9087.950,0.000,522794.200,15015,72141,68314,3827,0,36,35,1,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,PUDUKKOTTAI,275002,272446,48582,108,223756,225216,386591,225065,386228,21344,224137,383572,10674,177,181260,7741060,42787,2013063,90,2939,41,5898729,9757062,2364,2,9337.190,0.000,9341.190,0.000,71418.650,28344,142718,138899,3819,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,PERAMBALUR,113873,112800,36746,660,75394,101721,149741,101710,149723,9297,101120,148361,5356,119,66591,2693548,33994,1502909,535,20523,28,2987670,4216980,2275,9,3639.240,0.000,3642.650,0.000,9552.920,4532,63881,62856,1025,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,NAMAKKAL,179441,179140,58037,12285,108818,127109,161115,127109,161115,23128,126847,160539,15327,144,75137,4116916,41600,2255145,10110,528909,10319,5941190,6900970,4887,1158,6995.420,0.000,6995.620,0.000,16767.600,12832,126980,124941,2039,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,NAGAPATTINAM,287772,286016,124182,554,161280,236951,440360,236897,440266,16163,235849,437931,18734,3353,126608,4626107,108786,5370000,455,19669,258,6028037,10015776,12053,41,9929.310,0.000,9934.610,0.000,23534.620,25935,120398,119858,540,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,MADURAI,300962,300693,62190,455,238048,245842,340403,245817,340368,22457,244685,338411,9950,400,193044,7573151,51290,2124305,351,18468,13,7387562,9715924,2297,28,7875.510,0.000,7875.510,0.000,23540.140,8473,119739,119247,492,0,1,1,0,0,"Financial Year (Apr - Mar), 2011",2011
2011-12,TAMIL NADU,KRISHNAGIRI,260130,258543,39265,3136,216142,198680,254390,198657,254361,18350,197239,252533,30792,260,164235,8763826,30930,1619933,2074,81559,16,8600219,10465318,5175,186,10320.930,0.000,10323.340,0.000,27301.460,16572,97096,96666,430,0,0,0,0,0,"Financial Year (Apr - Mar), 2011",2011
